,Country,"Density
(P/Km2)",Abbreviation,Agricultural Land( %),Land Area(Km2),Armed Forces size,Birth Rate,Calling Code,Capital/Major City,Co2-Emissions,CPI,CPI Change (%),Currency-Code,Fertility Rate,Forested Area (%),Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Largest city,Life expectancy,Maternal mortality ratio,Minimum wage,Official language,Out of pocket health expenditure,Physicians per thousand,Population,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Iso3_code,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,txtVALUE,Source
177,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2019,Counts,67.0,GLOTIP
178,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2019,Counts,36.0,GLOTIP
179,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2019,Counts,103.0,GLOTIP
201,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2020,Counts,35.0,GLOTIP
202,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2020,Counts,27.0,GLOTIP
203,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2020,Counts,23.0,GLOTIP
204,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2020,Counts,3.0,GLOTIP
205,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2020,Counts,58.0,GLOTIP
206,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2020,Counts,28.0,GLOTIP
207,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2020,Counts,86.0,GLOTIP
231,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Child,2021,Counts,54.0,GLOTIP
232,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Adult,2021,Counts,45.0,GLOTIP
233,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Child,2021,Counts,58.0,GLOTIP
234,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Adult,2021,Counts,3.0,GLOTIP
235,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Child,2021,Counts,112.0,GLOTIP
236,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Adult,2021,Counts,47.0,GLOTIP
237,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Total,Total,2021,Counts,159.0,GLOTIP
254,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2009,Counts,17.0,GLOTIP
255,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2009,Counts,5.0,GLOTIP
256,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2014,Counts,108.0,GLOTIP
257,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2014,Counts,17.0,GLOTIP
258,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2015,Counts,87.0,GLOTIP
259,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2015,Counts,22.0,GLOTIP
260,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2016,Counts,84.0,GLOTIP
261,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2016,Counts,11.0,GLOTIP
262,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2017,Counts,60.0,GLOTIP
263,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2017,Counts,35.0,GLOTIP
264,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2018,Counts,60.0,GLOTIP
265,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2018,Counts,35.0,GLOTIP
266,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2019,Counts,80.0,GLOTIP
267,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2019,Counts,23.0,GLOTIP
268,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2020,Counts,62.0,GLOTIP
269,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2020,Counts,24.0,GLOTIP
270,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Female,Total,2021,Counts,99.0,GLOTIP
271,Albania,105,AL,43.10%,"28,748","9,000",11.78,355.0,Tirana,"4,536",119.05,1.40%,ALL,1.62,28.10%,$1.36 ,"$15,278,077,447 ",107.00%,55.00%,7.8,Tirana,78.5,15.0,1.12,Albanian,56.9,1.2,2854191.0,55.70%,18.60%,36.60%,12.33,"1,747,593",41.153332,20.168331,ALB,Europe,Southern Europe,Detected trafficking victims,Total,Total,Male,Total,2021,Counts,60.0,GLOTIP
358,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Female,Child,2014,Counts,3.0,GLOTIP
359,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Female,Adult,2014,Counts,3.0,GLOTIP
360,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Male,Child,2014,Counts,3.0,GLOTIP
361,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Male,Adult,2014,Counts,3.0,GLOTIP
362,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Child,2014,Counts,3.0,GLOTIP
363,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Adult,2014,Counts,3.0,GLOTIP
364,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Total,2014,Counts,3.0,GLOTIP
377,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Female,Child,2015,Counts,3.0,GLOTIP
378,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Child,2015,Counts,3.0,GLOTIP
379,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Adult,2015,Counts,3.0,GLOTIP
380,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Total,2015,Counts,3.0,GLOTIP
390,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Female,Child,2016,Counts,8.0,GLOTIP
391,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Female,Adult,2016,Counts,7.0,GLOTIP
392,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Male,Child,2016,Counts,7.0,GLOTIP
393,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Male,Adult,2016,Counts,10.0,GLOTIP
394,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Child,2016,Counts,15.0,GLOTIP
395,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Adult,2016,Counts,17.0,GLOTIP
396,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Total,2016,Counts,32.0,GLOTIP
403,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Female,Child,2017,Counts,13.0,GLOTIP
404,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Female,Adult,2017,Counts,3.0,GLOTIP
405,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Male,Child,2017,Counts,3.0,GLOTIP
406,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Male,Adult,2017,Counts,14.0,GLOTIP
407,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Child,2017,Counts,13.0,GLOTIP
408,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Adult,2017,Counts,15.0,GLOTIP
409,Algeria,18,DZ,17.40%,"2,381,741","317,000",24.28,213.0,Algiers,"150,006",151.36,2.00%,DZD,3.02,0.80%,$0.28 ,"$169,988,236,398 ",109.90%,51.40%,20.1,Algiers,76.7,112.0,0.95,Arabic,28.1,1.72,43053054.0,41.20%,37.20%,66.10%,11.7,"31,510,100",28.033886,1.659626,DZA,Africa,Northern Africa,Detected trafficking victims,Total,Total,Total,Total,2017,Counts,28.0,GLOTIP
